FF_NDB,rank,food_category_id,FF Food description,FF_Component,unit_name,SR Mean per 100g,SR Min,SR Max, Std_Error,SR Num_Data_pts,FF Mean per 100g,FF Min,FF Max,FF Median,FF data_points,FF Publication Date
11056,2000,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Maltose,G,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,4/1/2019
11056,100,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Water,G,93.52,92.29,94.21,0.077,16,93.6,93.0,94.2,93.5,12.0,4/1/2019
11056,5900,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Zinc, Zn",MG,0.19,0.14,0.27,0.007,16,0.19,0.14,0.27,0.19,12.0,4/1/2019
11056,1700,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Glucose,G,0.63,0.5,0.72,0.035,6,0.65,0.5,0.72,0.67,6.0,4/1/2019
11056,2100,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Galactose,G,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,4/1/2019
11056,5700,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Potassium, K",MG,96.0,76.0,114.0,3.748,12,97.0,76.0,114.0,96.0,12.0,4/1/2019
11056,1500,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Sugars, Total",G,1.44,1.16,1.61,0.072,6,1.29,0.0,0.0,0.0,0.0,4/1/2019
11056,5300,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Calcium, Ca",MG,37.0,26.0,44.0,1.247,16,36.0,26.0,42.0,36.0,12.0,4/1/2019
11056,6100,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Manganese, Mn",MG,0.175,0.086,0.3,0.018,16,0.176,0.137,0.223,0.18,12.0,4/1/2019
11056,800,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Total lipid (fat),G,0.41,0.3,0.6,0.016,16,0.39,0.3,0.47,0.38,12.0,4/1/2019
11056,600,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Protein,G,1.05,0.81,1.37,0.025,16,1.04,0.81,1.25,1.06,0.0,4/1/2019
11056,5600,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Phosphorus, P",MG,22.0,16.0,27.0,0.506,16,23.0,18.0,27.0,23.0,12.0,4/1/2019
11056,6000,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Copper, Cu",MG,0.039,0.027,0.058,0.002,16,0.041,0.027,0.058,0.041,12.0,4/1/2019
11056,5400,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Iron, Fe",MG,0.89,0.35,2.02,0.131,16,0.78,0.35,1.5,0.61,12.0,4/1/2019
11056,1800,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Fructose,G,0.62,0.48,0.72,0.037,6,0.64,0.48,0.72,0.67,6.0,4/1/2019
11056,1000,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Ash,G,0.83,0.23,1.05,0.06,16,0.89,0.71,1.05,0.92,12.0,4/1/2019
11056,1600,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Sucrose,G,0.18,0.18,0.18,0.0,6,0.0,0.0,0.0,0.0,6.0,4/1/2019
11056,1900,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids",Lactose,G,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,4/1/2019
11056,5500,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Magnesium, Mg",MG,13.0,11.0,14.0,0.18,16,12.7,10.7,14.3,12.5,12.0,4/1/2019
11056,5800,Vegetables and Vegetable Products,"Beans, snap, green, canned, regular pack, drained solids","Sodium, Na",MG,268.0,183.0,328.0,11.535,12,282.0,183.0,328.0,305.0,12.0,4/1/2019
12563,6300,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Vitamin C, total ascorbic acid",MG,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,2.0,4/1/2019
12563,6400,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Thiamin,MG,0.077,0.05,0.12,0.009,13,0.079,0.06,0.11,0.08,8.0,4/1/2019
12563,6800,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Vitamin B-6,MG,0.136,0.096,0.23,0.009,9,0.075,0.06,0.08,0.08,8.0,4/1/2019
12563,5900,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Zinc, Zn",MG,3.31,2.52,3.75,0.094,19,2.8,2.66,3.04,2.75,13.0,4/1/2019
12563,1900,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Lactose,G,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,3.0,4/1/2019
12563,8200,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Tocopherol, delta",MG,0.09,0.0,0.37,0.034,23,0.0,0.0,0.0,0.0,8.0,4/1/2019
12563,6200,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Selenium, Se",UG,2.0,0.0,3.7,0.86,5,0.0,0.0,0.0,0.0,1.0,4/1/2019
12563,1800,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Fructose,G,0.01,0.0,0.1,0.003,22,0.0,0.0,0.0,0.0,3.0,4/1/2019
12563,6900,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Folate, total",UG,55.0,27.0,127.0,12.748,12,35.0,29.0,44.0,34.0,8.0,4/1/2019
12563,6700,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Pantothenic acid,MG,0.321,0.2,0.64,0.059,16,0.237,0.19,0.29,0.23,3.0,4/1/2019
12563,6600,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Niacin,MG,3.637,1.41,4.69,0.2,17,3.1,2.65,3.65,3.0,8.0,4/1/2019
12563,6100,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Manganese, Mn",MG,2.232,1.34,2.7,0.184,21,2.02,1.67,2.29,2.07,13.0,4/1/2019
12563,1200,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Fiber, total dietary",G,10.9,7.8,13.1,0.414,20,11.0,10.6,11.5,10.9,8.0,4/1/2019
12563,1700,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Glucose,G,0.01,0.0,0.04,0.012,22,0.0,0.0,0.0,0.0,3.0,4/1/2019
12563,7905,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Vitamin E (alpha-tocopherol),MG,23.9,16.4,30.39,1.044,23,19.0,16.0,21.8,19.3,8.0,4/1/2019
12563,2100,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Galactose,G,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,3.0,4/1/2019
12563,100,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Water,G,2.41,1.0,3.24,0.123,23,2.2,0.9,2.84,2.16,13.0,4/1/2019
12563,6000,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Copper, Cu",MG,1.099,0.85,1.42,0.018,19,0.87,0.804,0.908,0.874,13.0,4/1/2019
12563,1600,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Sucrose,G,4.75,4.0,6.5,0.075,22,4.17,3.76,4.47,4.28,3.0,4/1/2019
12563,8000,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Tocopherol, beta",MG,0.32,0.16,0.54,0.065,12,0.18,0.15,0.22,0.17,8.0,4/1/2019
12563,5600,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Phosphorus, P",MG,471.0,371.0,564.0,9.38,21,456.0,436.0,474.0,456.0,13.0,4/1/2019
12563,1000,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Ash,G,3.07,2.51,3.48,0.061,21,3.47,2.78,4.32,3.36,13.0,4/1/2019
12563,800,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Total lipid (fat),G,52.54,47.29,56.29,0.761,23,57.8,53.1,60.0,59.0,13.0,4/1/2019
12563,5500,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Magnesium, Mg",MG,279.0,250.0,297.0,3.292,21,258.0,242.0,273.0,260.0,13.0,4/1/2019
12563,8100,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Tocopherol, gamma",MG,0.72,0.24,1.09,0.093,20,0.92,0.33,1.44,0.96,8.0,4/1/2019
12563,6500,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Riboflavin,MG,1.197,0.62,1.97,0.239,17,1.57,1.32,1.86,1.63,8.0,4/1/2019
12563,5700,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Potassium, K",MG,713.0,558.0,854.0,11.424,21,684.0,612.0,744.0,686.0,13.0,4/1/2019
12563,5400,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Iron, Fe",MG,3.73,2.34,4.7,0.325,22,3.17,2.92,3.55,3.13,13.0,4/1/2019
12563,600,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Protein,G,20.96,17.8,23.7,0.625,24,20.4,19.6,22.2,20.2,0.0,4/1/2019
12563,5300,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added","Calcium, Ca",MG,268.0,215.0,343.0,4.966,22,273.0,220.0,301.0,280.0,13.0,4/1/2019
12563,2000,Nut and Seed Products,"Nuts, almonds, dry roasted, with salt added",Maltose,G,0.09,0.0,0.2,0.054,15,0.0,0.0,0.0,0.0,3.0,4/1/2019
11233,6900,Vegetables and Vegetable Products,"Kale, raw","Folate, total",UG,141.0,29.0,141.0,0.0,1,62.0,53.0,72.0,60.0,3.0,4/1/2019
11233,6100,Vegetables and Vegetable Products,"Kale, raw","Manganese, Mn",MG,0.659,0.659,0.774,0.0,1,0.92,0.512,1.46,0.775,5.0,4/1/2019
11233,5900,Vegetables and Vegetable Products,"Kale, raw","Zinc, Zn",MG,0.56,0.44,0.67,0.0,2,0.39,0.2,0.57,0.4,5.0,4/1/2019
11233,5500,Vegetables and Vegetable Products,"Kale, raw","Magnesium, Mg",MG,47.0,34.0,59.0,0.0,2,32.7,28.4,45.8,29.7,5.0,4/1/2019
11233,600,Vegetables and Vegetable Products,"Kale, raw",Protein,G,4.28,3.3,5.26,0.0,2,2.92,2.25,3.81,3.06,0.0,4/1/2019
11233,7440,Vegetables and Vegetable Products,"Kale, raw","Carotene, beta",UG,5927.0,4704.0,8357.0,1215.09,4,2870.0,2160.0,3830.0,2630.0,3.0,4/1/2019
11233,6000,Vegetables and Vegetable Products,"Kale, raw","Copper, Cu",MG,1.499,0.29,2.709,0.0,2,0.053,0.032,0.075,0.054,5.0,4/1/2019
11233,5300,Vegetables and Vegetable Products,"Kale, raw","Calcium, Ca",MG,150.0,135.0,164.0,0.0,2,254.0,203.0,281.0,264.0,5.0,4/1/2019
11233,5600,Vegetables and Vegetable Products,"Kale, raw","Phosphorus, P",MG,92.0,56.0,128.0,0.0,2,55.0,47.0,62.0,58.0,5.0,4/1/2019
11233,5800,Vegetables and Vegetable Products,"Kale, raw","Sodium, Na",MG,38.0,10.0,43.0,11.413,6,53.0,16.0,107.0,18.0,5.0,4/1/2019
11233,100,Vegetables and Vegetable Products,"Kale, raw",Water,G,84.04,81.92,84.46,0.443,6,89.6,88.8,90.2,89.8,5.0,4/1/2019
11233,1000,Vegetables and Vegetable Products,"Kale, raw",Ash,G,2.01,1.53,2.01,0.0,1,1.54,1.26,1.75,1.53,5.0,4/1/2019
11233,800,Vegetables and Vegetable Products,"Kale, raw",Total lipid (fat),G,0.93,0.7,1.15,0.0,2,1.49,1.43,1.56,1.49,5.0,4/1/2019
11233,5400,Vegetables and Vegetable Products,"Kale, raw","Iron, Fe",MG,1.47,1.25,1.7,0.0,2,1.6,0.77,3.61,1.14,5.0,4/1/2019
11233,5700,Vegetables and Vegetable Products,"Kale, raw","Potassium, K",MG,491.0,447.0,710.0,16.414,6,348.0,301.0,389.0,352.0,5.0,4/1/2019
1171,5400,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Iron, Fe",MG,1.74,1.52,1.96,0.029,15,1.77,1.56,2.01,1.76,14.0,4/1/2019
1171,100,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized",Water,G,75.81,75.0,76.3,0.086,15,75.4,74.0,76.7,75.4,14.0,4/1/2019
1171,5800,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Sodium, Na",MG,128.0,114.0,136.0,1.756,15,121.0,100.0,137.0,121.0,14.0,4/1/2019
1171,1000,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized",Ash,G,0.91,0.71,1.21,0.033,15,1.16,1.0,1.28,1.18,14.0,4/1/2019
1171,600,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized",Protein,G,12.33,11.9,12.7,0.067,15,12.3,11.8,12.6,12.3,0.0,4/1/2019
1171,5900,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Zinc, Zn",MG,1.32,1.2,1.51,0.0,3,1.2,1.06,1.32,1.21,14.0,4/1/2019
1171,6100,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Manganese, Mn",MG,0.032,0.024,0.045,0.0,3,0.0,0.0,0.0,0.0,14.0,4/1/2019
1171,5700,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Potassium, K",MG,135.0,133.0,137.0,0.0,3,117.0,109.0,125.0,117.0,14.0,4/1/2019
1171,5600,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Phosphorus, P",MG,193.0,189.0,199.0,0.0,3,189.0,178.0,208.0,188.0,14.0,4/1/2019
1171,5500,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Magnesium, Mg",MG,9.0,4.0,11.0,0.0,3,11.2,10.1,12.4,11.2,14.0,4/1/2019
1171,8720,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized",Vitamin D3 (cholecalciferol),UG,2.6,0.8,7.2,0.352,27,2.3,0.8,5.1,1.9,14.0,4/1/2019
1171,5300,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized","Calcium, Ca",MG,62.0,55.0,72.0,1.239,15,55.0,47.0,62.0,56.0,14.0,4/1/2019
1171,8710,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized",Vitamin D2 (ergocalciferol),UG,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,14.0,4/1/2019
1171,800,Dairy and Egg Products,"Egg, whole, raw, frozen, pasteurized",Total lipid (fat),G,9.95,8.75,10.84,0.159,15,10.3,9.39,11.5,10.2,14.0,4/1/2019
1172,5700,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Potassium, K",MG,169.0,149.0,192.0,0.0,3,130.0,77.0,176.0,134.0,16.0,4/1/2019
1172,6000,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Copper, Cu",MG,0.032,0.03,0.034,0.0,3,0.0,0.0,0.0,0.0,16.0,4/1/2019
1172,5500,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Magnesium, Mg",MG,11.0,10.0,12.0,0.0,3,10.6,9.0,12.0,10.5,16.0,4/1/2019
1172,800,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized",Total lipid (fat),G,0.0,0.0,0.0,0.0,15,0.16,0.1,0.26,0.15,16.0,4/1/2019
1172,5600,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Phosphorus, P",MG,13.0,12.0,14.0,0.0,3,0.0,0.0,0.0,0.0,16.0,4/1/2019
1172,5900,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Zinc, Zn",MG,0.07,0.03,0.09,0.0,3,0.02,0.0,0.31,0.0,16.0,4/1/2019
1172,5400,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Iron, Fe",MG,0.04,0.04,0.04,0.0,15,0.18,0.0,1.49,0.0,16.0,4/1/2019
1172,5800,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Sodium, Na",MG,169.0,154.0,177.0,1.846,15,144.0,86.0,164.0,150.0,16.0,4/1/2019
1172,100,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized",Water,G,88.17,87.7,88.7,0.073,15,88.3,87.9,89.0,88.3,16.0,4/1/2019
1172,8720,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized",Vitamin D3 (cholecalciferol),UG,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,6.0,4/1/2019
1172,8650,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Vitamin D (D2 + D3), International Units",IU,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,4/1/2019
1172,8710,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized",Vitamin D2 (ergocalciferol),UG,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,6.0,4/1/2019
1172,1000,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized",Ash,G,0.6,0.14,0.75,0.035,15,0.7,0.62,0.77,0.71,16.0,4/1/2019
1172,5300,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized","Calcium, Ca",MG,8.0,6.0,12.0,0.434,15,9.0,5.0,20.0,8.0,15.0,4/1/2019
1172,600,Dairy and Egg Products,"Egg, white, raw, frozen, pasteurized",Protein,G,10.2,9.42,10.9,0.114,15,10.1,9.5,10.6,10.1,0.0,4/1/2019
11296,2200,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Starch,G,25.58,21.4,30.9,0.759,7,27.2,21.4,30.9,28.1,7.0,4/1/2019
11296,1200,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fiber, total dietary",G,2.2,1.8,2.8,0.083,7,2.4,1.8,2.8,2.5,7.0,4/1/2019
11296,2100,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Galactose,G,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7.0,4/1/2019
11296,1800,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Fructose,G,1.26,1.1,1.4,0.021,7,1.21,1.1,1.4,1.2,7.0,4/1/2019
11296,5300,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Calcium, Ca",MG,31.0,20.0,53.0,2.851,11,28.0,20.0,53.0,23.0,11.0,4/1/2019
11296,1000,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Ash,G,1.4,1.15,1.89,0.059,11,1.44,1.15,1.89,1.39,11.0,4/1/2019
11296,600,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Protein,G,4.14,3.19,5.69,0.269,11,4.52,3.1,5.52,4.25,0.0,4/1/2019
11296,6000,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Copper, Cu",MG,0.073,0.054,0.122,0.002,11,0.081,0.054,0.122,0.074,11.0,4/1/2019
11296,1500,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Sugars, Total",G,5.1,3.3,5.9,0.197,7,4.5,0.0,0.0,0.0,0.0,4/1/2019
11296,5900,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Zinc, Zn",MG,0.42,0.3,1.02,0.019,11,0.59,0.3,1.02,0.37,11.0,4/1/2019
11296,1900,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Lactose,G,0.11,0.0,0.2,0.0,7,0.03,0.0,0.2,0.0,7.0,4/1/2019
11296,5500,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Magnesium, Mg",MG,17.0,14.0,29.0,0.365,11,20.4,13.9,29.0,16.8,11.0,4/1/2019
11296,5400,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Iron, Fe",MG,1.25,0.79,1.53,0.094,11,1.14,0.79,1.53,1.07,11.0,4/1/2019
11296,5800,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Sodium, Na",MG,370.0,259.0,552.0,36.428,11,374.0,259.0,552.0,351.0,11.0,4/1/2019
11296,5600,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Phosphorus, P",MG,71.0,56.0,98.0,3.24,11,75.0,56.0,98.0,78.0,11.0,4/1/2019
11296,6800,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Vitamin B-6,MG,0.117,0.11,0.15,0.002,7,0.127,0.11,0.15,0.13,7.0,4/1/2019
11296,1600,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Sucrose,G,1.76,0.3,2.4,0.13,7,1.34,0.3,2.4,1.6,7.0,4/1/2019
11296,5700,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Potassium, K",MG,123.0,110.0,172.0,2.207,11,135.0,110.0,172.0,127.0,11.0,4/1/2019
11296,800,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Total lipid (fat),G,14.3,12.58,15.8,0.5,11,14.4,12.6,15.8,14.8,11.0,4/1/2019
11296,6300,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Vitamin C, total ascorbic acid",MG,1.6,1.6,1.7,0.0,2,1.6,1.6,1.7,1.6,2.0,4/1/2019
11296,6400,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Thiamin,MG,0.185,0.16,0.25,0.002,7,0.196,0.16,0.25,0.17,7.0,4/1/2019
11296,8100,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocopherol, gamma",MG,2.33,0.0,7.93,0.396,7,3.47,0.0,7.93,2.54,7.0,4/1/2019
11296,8500,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, gamma",MG,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7.0,4/1/2019
11296,6200,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Selenium, Se",UG,5.6,5.2,6.5,0.051,7,5.6,5.2,6.5,5.5,7.0,4/1/2019
11296,8300,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, alpha",MG,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7.0,4/1/2019
11296,100,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Water,G,46.37,37.53,50.51,0.758,11,43.4,37.5,50.5,44.0,11.0,4/1/2019
11296,2000,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Maltose,G,0.66,0.6,0.8,0.005,7,0.71,0.6,0.8,0.7,7.0,4/1/2019
11296,6900,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Folate, total",UG,33.0,20.0,41.0,2.001,7,31.0,20.0,41.0,28.0,7.0,4/1/2019
11296,6700,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Pantothenic acid,MG,0.294,0.26,0.4,0.002,4,0.302,0.26,0.4,0.275,4.0,4/1/2019
11296,1700,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Glucose,G,1.31,1.0,1.6,0.048,7,1.2,1.0,1.6,1.1,7.0,4/1/2019
11296,8000,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocopherol, beta",MG,0.41,0.07,6.31,0.319,7,0.98,0.07,6.31,0.09,7.0,4/1/2019
11296,6500,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Riboflavin,MG,0.116,0.09,0.14,0.002,7,0.116,0.09,0.14,0.12,7.0,4/1/2019
11296,8400,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, beta",MG,0.15,0.09,0.32,0.012,7,0.2,0.09,0.32,0.19,7.0,4/1/2019
11296,6600,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Niacin,MG,1.349,1.07,1.82,0.023,7,1.57,1.07,1.82,1.6,7.0,4/1/2019
11296,7905,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Vitamin E (alpha-tocopherol),MG,0.46,0.37,0.73,0.01,7,0.57,0.37,0.73,0.55,7.0,4/1/2019
11296,8200,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocopherol, delta",MG,1.44,1.05,2.99,0.033,7,1.96,1.05,2.99,1.61,7.0,4/1/2019
11296,8600,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, delta",MG,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7.0,4/1/2019
11296,6100,Vegetables and Vegetable Products,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Manganese, Mn",MG,0.348,0.259,0.65,0.019,11,0.435,0.259,0.65,0.36,11.0,4/1/2019
11937,600,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Protein,G,0.5,0.37,0.75,0.018,18,0.48,0.31,0.75,0.5,0.0,4/1/2019
11937,1200,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill","Fiber, total dietary",G,1.0,0.8,1.3,0.038,9,1.0,0.8,1.3,1.0,9.0,4/1/2019
11937,1900,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Lactose,G,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,23.0,4/1/2019
11937,1800,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Fructose,G,0.55,0.52,0.59,0.006,5,0.65,0.52,0.84,0.64,23.0,4/1/2019
11937,6300,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill","Vitamin C, total ascorbic acid",MG,2.3,1.0,3.5,0.0,3,2.1,1.0,3.5,1.9,3.0,4/1/2019
11937,5700,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill","Potassium, K",MG,117.0,93.0,145.0,3.453,18,112.0,87.0,145.0,112.0,36.0,4/1/2019
11937,6400,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Thiamin,MG,0.045,0.028,0.05,0.002,10,0.047,0.04,0.05,0.05,9.0,4/1/2019
11937,100,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Water,G,94.34,93.19,95.35,0.092,18,94.7,93.2,95.7,94.9,36.0,4/1/2019
11937,1700,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Glucose,G,0.52,0.46,0.59,0.024,5,0.63,0.46,0.8,0.62,23.0,4/1/2019
11937,1000,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill",Ash,G,2.45,1.35,3.4,0.057,18,2.44,1.35,3.44,2.3,36.0,4/1/2019
11937,5600,Vegetables and Vegetable Products,"Pickles, cucumber, dill or kosher dill","Phosphorus, P",MG,16.0,12.0,19.0,0.415,18,16.0,12.0,19.0,16.0,36.0,4/1/2019
